인허가관할기관,업소명,업종,업소주소
인천광역시 부평구,제육의 법칙 부평점,일반음식점,인천광역시 부평구 장제로 45(부평 현대 더로프트 1층 170호 부평동)
인천광역시 남동구,제육의 법칙 인천논현점,일반음식점,인천광역시 남동구 논고개로123번길 45-1(로얄프라자 1층 101호 논현동)
인천광역시 서구,제육의신 인천본점,일반음식점,인천광역시 서구 가정로126번길 13(제1호 가좌동)
인천광역시 서구,제육이네 국물두루치기 청라점,일반음식점,인천광역시 서구 청라라임로122번길 3-11(1층 일부호 청라동)
인천광역시 서구,제육폭식 인천검단점,일반음식점,인천광역시 서구 이음5로 76(인천검단 서영아너시티2차 1층 101호 원당동)
인천광역시 연수구,제육폭식(인천 송도점),일반음식점,"인천광역시 연수구 송도과학로27번길 55(301동 A-115호 송도동, 롯데캐슬 캠퍼스타운)"
인천광역시 남동구,제이,일반음식점,인천광역시 남동구 인하로507번길 23(인아빌딩 3층 일부호 구월동)
인천광역시 연수구,제이,일반음식점,"인천광역시 연수구 샘말로62번길 14(연수동, 지하1층)"
인천광역시 중구,제이,일반음식점,"인천광역시 중구 우현로83번길 4(인현동, 1층)"
인천광역시 연수구,제이(J),일반음식점,인천광역시 연수구 솔밭로 20(1층 동춘동)
인천광역시 연수구,제이(J),일반음식점,"인천광역시 연수구 컨벤시아대로 126(송도동, 푸르지오월드마크 8단지 154호)"
인천광역시 서구,제이L푸드,일반음식점,인천광역시 서구 여우재로 110(101호일부 가좌동)
인천광역시 미추홀구,제이더블유(J.W) 사운드,일반음식점,인천광역시 미추홀구 인하로47번길 66(지하1층 용현동)
인천광역시 미추홀구,제이드,일반음식점,인천광역시 미추홀구 주안동로 17(주안동)
인천광역시 부평구,제이디푸드,일반음식점,"인천광역시 부평구 부평문화로141번길 17-1(101일부호 부평동, 삼오아트빌)"
인천광역시 남동구,제이디푸드,일반음식점,인천광역시 남동구 남동대로 353(JK루체스타 2층 211호~214호 남촌동)
인천광역시 연수구,제이라운지(J Lounge),일반음식점,인천광역시 연수구 인천타워대로 257(아트포레 C동 2층 C-207호 송도동)
인천광역시 남동구,제이라이킷,일반음식점,인천광역시 남동구 논현로170번길 5-7(광순빌딩 1층일부 논현동)
인천광역시 계양구,제이바(J Bar),일반음식점,인천광역시 계양구 계산천동로 13(1층 계산동)
인천광역시 연수구,제이볼스낵,일반음식점,인천광역시 연수구 새말로 27(동남스포피아 2층 연수동)
인천광역시 연수구,제이비에프엔비,일반음식점,인천광역시 연수구 샘말로 96-5(1층 연수동)
인천광역시 계양구,제이스,일반음식점,"인천광역시 계양구 계양문화로 90(용종동,새롬프라자1차 3층304호)"
인천광역시 연수구,제이스시(J sushi),일반음식점,"인천광역시 연수구 컨벤시아대로 70(송도동, 송도힐스테이트 302동 108호)"
인천광역시 연수구,제이스푼,일반음식점,"인천광역시 연수구 하모니로 144(판매시설동 2층 A211호 송도동, 송도 지웰 푸르지오시티)"
인천광역시 미추홀구,제이스푼,일반음식점,인천광역시 미추홀구 인하로 191(1층 좌측호 주안동)
인천광역시 연수구,제이씨(JC)푸드랩 (연수직영점),일반음식점,인천광역시 연수구 샘말로8번길 13-8(지상1층 일부호 연수동)
인천광역시 계양구,제이아이홀딩스(J.i홀딩스),일반음식점,인천광역시 계양구 계산천동로19번길 6(A동 1층 일부호 계산동)
인천광역시 서구,제이앤비푸드(J&B FOOD),일반음식점,인천광역시 서구 길주로88번길 7-1(1층 석남동)
인천광역시 중구,제이앤파크 after glow(애프터글로우),일반음식점,인천광역시 중구 용유서로 262-15(제이앤파크호텔 7층 일부호 을왕동)
인천광역시 중구,제이앤파크호텔 레스토랑,일반음식점,인천광역시 중구 용유서로 262-15(제이앤파크호텔  1층 일부호 을왕동)
인천광역시 연수구,제이에스(JS)가든 송도점,일반음식점,"인천광역시 연수구 송도국제대로 123(송도동, 현대프리미엄아울렛 지상3층)"
인천광역시 서구,제이에스(JS)스카이라운지,일반음식점,인천광역시 서구 북항로32번안길 11(10층 1003호 원창동)
인천광역시 서구,제이에스(JS)펍,일반음식점,인천광역시 서구 북항로32번안길 11(1001호 일부 원창동)
인천광역시 계양구,제이에스골프존스크린,일반음식점,인천광역시 계양구 서운산단로3길 4(SB TOWER 4층 407호 서운동)
인천광역시 부평구,제이에스웰푸드(JSwellfood),일반음식점,인천광역시 부평구 경원대로 1404(부평동 그랑프리 113호 부평동)
인천광역시 미추홀구,제이에스푸드,일반음식점,인천광역시 미추홀구 석바위로53번길 30(리더스 빌 1층 주안동)
인천광역시 서구,제이에이치문,일반음식점,"인천광역시 서구 가정로 375(209-1호 신현동, 금강아미움)"
인천광역시 서구,제이에이치푸드,일반음식점,"인천광역시 서구 봉수대로1440번길 4(왕길동, 검단풍림아이원아파트상가 104호)"
인천광역시 서구,제이에프엔비,일반음식점,인천광역시 서구 청라커낼로260번길 11(진성프라자 121호 일부호 청라동)
인천광역시 연수구,제이엔제이,일반음식점,인천광역시 연수구 샘말로62번길 4(2동 지하1층 연수동)
인천광역시 서구,제이엠티(JMT),일반음식점,인천광역시 서구 율도로 90(지하1층 일부호 석남동)
인천광역시 미추홀구,제이엠티(JMT)김밥,일반음식점,인천광역시 미추홀구 매소홀로386번길 14(1층 101호 학익동)
인천광역시 미추홀구,제이엠푸드,일반음식점,인천광역시 미추홀구 길파로 38(인터뷰 1층 일부호 주안동)
인천광역시 서구,제이엠푸드(J.M푸드),일반음식점,인천광역시 서구 솔빛로28번길 12(리마프라자 1층 106호 청라동)
인천광역시 미추홀구,제이엠피(JMP),일반음식점,"인천광역시 미추홀구 석정로212번길 12(1,2층 도화동)"
인천광역시 미추홀구,제이와이피,일반음식점,인천광역시 미추홀구 주안로90번길 37(1층 주안동)
인천광역시 서구,제이웍,일반음식점,인천광역시 서구 서달로123번안길 5-1(태양빌라 102호 석남동)
인천광역시 계양구,제이위드,일반음식점,"인천광역시 계양구 안산로 45(계산동,1층)"
인천광역시 계양구,제이정푸드,일반음식점,인천광역시 계양구 주부토로 385(1층 일부호 작전동)
인천광역시 부평구,제이제이(JJ) 쨈 라이브,일반음식점,"인천광역시 부평구 장제로 220(부평동,삼영B/D 2층)"
인천광역시 서구,제이제이(JJ)레스토랑,일반음식점,인천광역시 서구 봉오재3로94번길 11(MK타워 3층 303호 가정동)
인천광역시 서구,제이제이푸드,일반음식점,인천광역시 서구 청라루비로134번길 6-23(1층 101호 청라동)
인천광역시 중구,제이진옴므 영종,일반음식점,인천광역시 중구 모랫말로5번길 21(1층 일부호 운서동)
인천광역시 중구,제이콥스 핏제리아 화덕피자 신포 본점,일반음식점,인천광역시 중구 우현로45번길 29(1층 신포동)
인천광역시 부평구,제이타워한식뷔페,일반음식점,"인천광역시 부평구 부평대로 337(부평 제이타워3차 지식산업센터 2-12,2-13, 2-14 호 청천동)"
인천광역시 연수구,제이툰(ZEYTUN),일반음식점,인천광역시 연수구 함박로 50(1층 일부호 연수동)
인천광역시 남동구,제이푸드,일반음식점,인천광역시 남동구 구월로137번길 40(1층 103호 간석동)
인천광역시 남동구,제이호프,일반음식점,인천광역시 남동구 앵고개로 938(1층 106호 논현동)
인천광역시 중구,제일가정식백반,일반음식점,인천광역시 중구 참외전로13번길 22(송월동1가)
인천광역시 미추홀구,제일곱창,일반음식점,인천광역시 미추홀구 낙섬중로46번길 14(용현동)
인천광역시 서구,제일냉삼,일반음식점,인천광역시 서구 염곡로498번안길 21(1층 가정동)
인천광역시 서구,제일냉삼,일반음식점,"인천광역시 서구 청라커낼로260번길 7-11(청라퍼스트타워 103,104호 청라동)"
인천광역시 연수구,제일냉삼,일반음식점,인천광역시 연수구 샘말로44번길 3(1층 일부호 연수동)
인천광역시 남동구,제일대포,일반음식점,인천광역시 남동구 문화서로18번길 19(1층 구월동)
인천광역시 연수구,제일면옥,일반음식점,"인천광역시 연수구 컨벤시아대로42번길 12(송도 코오롱 더 프라우 2단지 202동 107,108호 송도동, 송도 코오롱 더 프라우 2단지)"
인천광역시 미추홀구,제일분식,일반음식점,인천광역시 미추홀구 제일로 35(1층 도화동)
인천광역시 미추홀구,제일분식,일반음식점,인천광역시 미추홀구 인중로16번길 8(1층 숭의동)
인천광역시 남동구,제일분식,일반음식점,"인천광역시 남동구 음실서로 14(운연동, 1층)"
인천광역시 미추홀구,제일숯불왕갈비,일반음식점,인천광역시 미추홀구 동주길 139(주안동)
인천광역시 중구,제일식당,일반음식점,인천광역시 중구 백운로 5-4(1층 중산동)
인천광역시 부평구,제일식당,일반음식점,"인천광역시 부평구 배곶남로21번길 18(십정동,321-1,321-2,321-3,321-5,321-6,321-7,321-8,321-9,321-10 125호)"
인천광역시 강화군,제일식당,일반음식점,인천광역시 강화군 강화읍 중앙로 17-9(강화풍물시장 2013호)
인천광역시 부평구,제일식당,일반음식점,인천광역시 부평구 시장로 81-1(부평동)
인천광역시 연수구,제일오겹살 송도점,일반음식점,"인천광역시 연수구 송도과학로28번길 50(더샵 송도트리플타워 West 111,112호 송도동)"
인천광역시 서구,제일참치,일반음식점,인천광역시 서구 청라루비로144번길 6-6(1층 일부호 청라동)
인천광역시 미추홀구,제일포차,일반음식점,인천광역시 미추홀구 제일로27번길 2-4(1층 도화동)
인천광역시 서구,제일풍경채함바식당(AB20-1BL),일반음식점,인천광역시 서구 불로동 478-2 AB20-1BL 1층
인천광역시 연수구,제일한식 국밥천국,일반음식점,"인천광역시 연수구 앵고개로 242(동춘동,2동 제일상가 지하121호)"
인천광역시 서구,제일한식뷔페,일반음식점,인천광역시 서구 검단로744번1길 25(2층 일부호 불로동)
인천광역시 부평구,제일호프,일반음식점,인천광역시 부평구 부평문화로 192(지하1층 부개동)
인천광역시 옹진군,제일횟집,일반음식점,인천광역시 옹진군 연평면 연평로 155-1
인천광역시 미추홀구,제일휴게소,일반음식점,"인천광역시 미추홀구 제일로37번길 9(1층 제10, 11호 도화동)"
인천광역시 부평구,제일흑염소,일반음식점,인천광역시 부평구 주부토로145번길 12(갈산동)
인천광역시 연수구,제임스떡뽀끼&펍,일반음식점,"인천광역시 연수구 컨벤시아대로42번길 61(송도동, 그린애비뉴8단지 817동 101호)"
인천광역시 연수구,제임스떡뽀끼송도3연세대점,일반음식점,"인천광역시 연수구 송도과학로51번길 136(219동 지상1층 104호 송도동, 송도캐슬앤해모로)"
인천광역시 남동구,제주 까망돼지,일반음식점,인천광역시 남동구 경인로644번길 69(1층 일부호 간석동)
인천광역시 연수구,제주 까망돼지,일반음식점,인천광역시 연수구 청명로 34(로얄프라자 지상1층 104호 청학동)
인천광역시 미추홀구,제주 까망돼지 독정이점,일반음식점,인천광역시 미추홀구 인주대로 181-1(용현동)
인천광역시 연수구,제주 까망돼지(옥련점),일반음식점,"인천광역시 연수구 청량로185번길 31(B02호 옥련동, 에스엠프라자2)"
인천광역시 미추홀구,제주 섬돼지168,일반음식점,"인천광역시 미추홀구 경인로 372(201동 지하1층 B1063,B1065호 주안동, 포레나 미추홀)"
인천광역시 서구,제주 쉬멍해장국,일반음식점,인천광역시 서구 담지로104번길 26(1층 일부호 청라동)
인천광역시 남동구,제주 용담 해장국,일반음식점,인천광역시 남동구 은봉로419번길 21(1층 일부103호 논현동)
인천광역시 강화군,제주 전복 칼국수,일반음식점,인천광역시 강화군 불은면 중앙로 690
인천광역시 연수구,제주고기(송도점),일반음식점,"인천광역시 연수구 랜드마크로 350(213동 39호,40호 송도동, 송도 Luxe Ocean SK VIEW)"
인천광역시 부평구,제주고깃집,일반음식점,인천광역시 부평구 장제로 100(1층 103호 부평동)
인천광역시 미추홀구,제주고집,일반음식점,"인천광역시 미추홀구 주안동 23-3 행복마을아파트상가 101호,102호"
인천광역시 남동구,제주곤이칼국수 호구포점,일반음식점,인천광역시 남동구 논현로26번길 12(부티크 646 1층 113호 논현동)
인천광역시 남동구,제주까망돼지,일반음식점,인천광역시 남동구 문화로89번길 13(1층 구월동)
인천광역시 남동구,제주까망돼지 구월팬더점,일반음식점,인천광역시 남동구 인주대로 678(1층 일부좌측맨끝호 구월동)
인천광역시 남동구,제주까망돼지 모래네점,일반음식점,인천광역시 남동구 구월로 285(1층 만수동)
인천광역시 연수구,제주까망돼지 송도점,일반음식점,인천광역시 연수구 앵고개로 96(지상1층 일부호 동춘동)
인천광역시 서구,제주까망돼지 신현점,일반음식점,"인천광역시 서구 율도로 45(신현동, 140-92)"
인천광역시 남동구,제주까망돼지 인천논현점,일반음식점,"인천광역시 남동구 앵고개로847번길 80-1(무유썬산야오피스텔 1층 111,112호 논현동)"
인천광역시 미추홀구,제주까망돼지 주안북부역점,일반음식점,인천광역시 미추홀구 염창로 68(1층 주안동)
인천광역시 남동구,제주까망돼지 하촌공원점,일반음식점,인천광역시 남동구 하촌로35번길 4-6(1층 만수동)
인천광역시 남동구,제주까망돼지(간석사거리점),일반음식점,"인천광역시 남동구 호구포로 899(간석동, 1층일부)"
인천광역시 남동구,제주까망돼지(간석역점),일반음식점,인천광역시 남동구 석산로9번길 19(지하1층 간석동)
인천광역시 미추홀구,제주까망돼지(관교점),일반음식점,인천광역시 미추홀구 주승로 218(관교동)
인천광역시 미추홀구,제주까망돼지(도화점),일반음식점,인천광역시 미추홀구 석정로 283(도화동)
인천광역시 연수구,제주까망돼지(동춘점),일반음식점,인천광역시 연수구 봉재산로36번안길 16(1층 동춘동)
인천광역시 계양구,제주까망돼지(효성점),일반음식점,인천광역시 계양구 효서로 134(1층 효성동)
인천광역시 부평구,제주까망돼지동암점,일반음식점,"인천광역시 부평구 배곶로 82(십정동,1층)"
인천광역시 남동구,제주까망돼지인천시청점,일반음식점,인천광역시 남동구 인주대로591번길 81(구월동)
인천광역시 남동구,제주꽃돈144,일반음식점,"인천광역시 남동구 선수촌공원로23번길 10-10(1층 105호~106호 구월동, 솔보프라자)"
인천광역시 부평구,제주다,일반음식점,"인천광역시 부평구 부평대로165번길 10(101호 부평동, 그랑시티)"
인천광역시 남동구,제주덕구구월점,일반음식점,인천광역시 남동구 남동대로765번길 39(구월동)
인천광역시 연수구,제주도 그릴,일반음식점,인천광역시 연수구 인천타워대로 257(아트포레 A동 220호 송도동)
인천광역시 중구,제주도야지,일반음식점,인천광역시 중구 백운로186번길 127(1층 운북동)
인천광역시 중구,제주도야지해초쌈,일반음식점,인천광역시 중구 영종진광장로 32(오션 솔레뷰 2층 208호 중산동)
인천광역시 남동구,제주도하루미삼겹살,일반음식점,인천광역시 남동구 성말로 45(1층 구월동)
인천광역시 연수구,제주돈가,일반음식점,인천광역시 연수구 비류대로 170(지상1층 102호 옥련동)
인천광역시 연수구,제주돈가돈,일반음식점,"인천광역시 연수구 신송로118번길 9(105호 송도동, 위드프리상뜨)"
인천광역시 서구,제주돈가돈 3호점,일반음식점,인천광역시 서구 한중로 6(2층 일부호 백석동)
인천광역시 서구,제주돈가돈 4호점,일반음식점,인천광역시 서구 봉수대로 1154-2(2층 일부호 백석동)
인천광역시 부평구,제주돈돈,일반음식점,"인천광역시 부평구 길주로647번길 17(삼산동,C＆C로데오Ⅱ202호,203호)"
인천광역시 서구,제주돈카츠,일반음식점,"인천광역시 서구 중봉대로612번길 16(서후센타시아 1층 110호,110-1호 청라동)"
인천광역시 미추홀구,제주돔베옥,일반음식점,인천광역시 미추홀구 소성로 222(학익동)
인천광역시 중구,제주돔베옥,일반음식점,인천광역시 중구 제2터미널대로 446(인천국제공항제2교통센터 지하1층 운서동)
인천광역시 남동구,제주돗야지해초쌈논현점,일반음식점,인천광역시 남동구 은봉로165번길 76(1층 전부호 논현동)
인천광역시 서구,제주돼지참숯뒷고기,일반음식점,인천광역시 서구 건지로 405-1(1층 가좌동)
인천광역시 남동구,제주두루치기보쌈,일반음식점,인천광역시 남동구 문화서로23번길 4(구월동)
인천광역시 남동구,제주뒷고기,일반음식점,인천광역시 남동구 매소홀로 1129(1층 일부호 서창동)
인천광역시 서구,제주뒷고기(장군집),일반음식점,인천광역시 서구 청중로478번길 14(가원플라자 1층일부 가정동)
인천광역시 서구,제주똥돼지,일반음식점,인천광역시 서구 서달로123번길 12-4(상가동 2층 203호 석남동)
인천광역시 옹진군,제주똥돼지전문,일반음식점,인천광역시 옹진군 영흥면 영흥북로 95(102호 태원빌)
인천광역시 연수구,제주뚝배기,일반음식점,"인천광역시 연수구 앵고개로87번길 47(동춘동,지상1층먹거리길23)"
인천광역시 남동구,제주밤바다,일반음식점,인천광역시 남동구 문화서로28번길 8(1층 일부호 구월동)
인천광역시 남동구,제주부리는돼지,일반음식점,"인천광역시 남동구 서창남로 16-42(1층 105호 서창동, 서창건아빌딩)"
인천광역시 서구,제주생고기,일반음식점,"인천광역시 서구 청마로51번안길 18(당하동, 1층 계단쪽우측)"
인천광역시 서구,제주생고기,일반음식점,인천광역시 서구 원당대로 1039(1동 2층 210호 원당동)
인천광역시 중구,제주세호해장국 인천공항직영점,일반음식점,인천광역시 중구 제2터미널대로 446(인천국제공항 제2여객터미널 교통센터 B1층 한식소담길 운서동)
인천광역시 남동구,제주수산 생참치 활고등어,일반음식점,인천광역시 남동구 포구로 10(2층 202호 논현동)
인천광역시 남동구,제주아홉 혼술바 인천구월점,일반음식점,인천광역시 남동구 성말로13번길 15(메인프라자 1층 127호 구월동)
인천광역시 부평구,제주아홉 혼술바 인천부평점,일반음식점,인천광역시 부평구 시장로20번길 23(2층 부평동)
인천광역시 중구,제주연탄고기,일반음식점,"인천광역시 중구 큰우물로 28-6(인현동, 1층)"
인천광역시 중구,제주연탄고기2층,일반음식점,인천광역시 중구 큰우물로 28-6(2층 인현동)
인천광역시 서구,제주연탄고기집,일반음식점,인천광역시 서구 청라루비로42번길 10(1층 경서동)
인천광역시 중구,제주옥탑 영종하늘도시점,일반음식점,인천광역시 중구 하늘달빛로64번길 6-3(스카이 메디컬 프라자 1층 107호 중산동)
인천광역시 서구,제주왕삼육,일반음식점,인천광역시 서구 탁옥로51번길 3(심곡동)
인천광역시 서구,제주유달,일반음식점,"인천광역시 서구 매밭로 130(검단 한신더휴 어반파크 1009동 근생-5,6호 당하동, 검단 한신더휴 어반파크)"
인천광역시 강화군,제주은갈치전문,일반음식점,인천광역시 강화군 강화읍 중앙로 43(터미널 215)
인천광역시 연수구,제주은희네해장국 연수점,일반음식점,"인천광역시 연수구 벚꽃로 106(연수광장프라자 지상1층 114,115호 청학동)"
인천광역시 연수구,제주은희네해장국 인천송도점,일반음식점,인천광역시 연수구 아트센터대로 87(커낼워크D4 WINTER 401동 1층 124호 송도동)
인천광역시 남동구,제주은희네해장국 인천시청점,일반음식점,인천광역시 남동구 예술로192번길 39(우신빌딩 1층 구월동)
인천광역시 서구,제주은희네해장국인천가정점,일반음식점,"인천광역시 서구 염곡로464번길 23(엔시티타워 103, 104호 가정동)"
인천광역시 남동구,제주장터해장국,일반음식점,인천광역시 남동구 앵고개로941번길 3-8(1층 논현동)
인천광역시 서구,제주전복칼국수,일반음식점,인천광역시 서구 중봉대로612번길 10(지웰 에스테이트 1층 117호 청라동)
인천광역시 중구,제주전복칼국수,일반음식점,인천광역시 중구 공항서로 591(1층 을왕동)
인천광역시 계양구,제주청정생고기,일반음식점,인천광역시 계양구 계산로 77(계산동)
인천광역시 서구,제주촌,일반음식점,인천광역시 서구 원창로 81(원창동)
인천광역시 서구,제주촌,일반음식점,"인천광역시 서구 청마로112번길 22(당하동, 1층)"
인천광역시 부평구,제주최강흑돼지,일반음식점,"인천광역시 부평구 부흥로385번길 7(부개동, 1층)"
인천광역시 연수구,제주클래식,일반음식점,"인천광역시 연수구 하모니로 124(송도타운 지상2층 202호,203호,204호,205호 송도동)"
인천광역시 서구,제주탐라 짬뽕,일반음식점,인천광역시 서구 보듬로 146(메트로밸리 101호 오류동)
인천광역시 서구,제주탐라짬뽕 청라점,일반음식점,인천광역시 서구 파랑로 495(4동 102호 청라동)
인천광역시 서구,제주푸릉해장국,일반음식점,"인천광역시 서구 매밭로90번길 26(디케프라자 203,204호 당하동)"
인천광역시 부평구,제주한돈,일반음식점,"인천광역시 부평구 일신로8번길 11(일신동, 1층)"
인천광역시 계양구,제주항,일반음식점,"인천광역시 계양구 계양문화로59번길 11(계산동,1층)"
인천광역시 연수구,제주화로집 송도점,일반음식점,"인천광역시 연수구 컨벤시아대로 90(송도동, 21-64송도힐스테이트501동1층136호137호)"
인천광역시 서구,제주화산석돌판구이,일반음식점,"인천광역시 서구 심곡로 199(연희동,3,4호)"
인천광역시 남동구,제주흑도야지구월동맛집,일반음식점,인천광역시 남동구 인하로 545(인텍스빌딩 1층 104호 구월동)
인천광역시 중구,제주흑돈,일반음식점,"인천광역시 중구 신도시남로142번길 6(메가스타 영종 179,180,181호 운서동)"
인천광역시 부평구,제주흑돈국밥,일반음식점,인천광역시 부평구 시장로51번길 27(1층 일부 부평동)
인천광역시 서구,제주흑돈이네,일반음식점,"인천광역시 서구 건지로348번길 12-1(가좌동, 186-17)"
인천광역시 연수구,제줏간 송도 더테라스점,일반음식점,"인천광역시 연수구 센트럴로 415(힐스테이트 송도 더테라스 판매시설동 113,114호 송도동)"
인천광역시 미추홀구,제줏간 주안석바위점,일반음식점,인천광역시 미추홀구 경인로 422-1(주안동)
인천광역시 부평구,제줏간(부평점),일반음식점,"인천광역시 부평구 경원대로 1415(파라움 1층 107,108,109,110호 부평동)"
인천광역시 계양구,제줏간인천계산점,일반음식점,"인천광역시 계양구 계산새로87번길 16(107,108호 용종동, 신명스카이홈)"
인천광역시 계양구,제천식당,일반음식점,"인천광역시 계양구 봉오대로691번길 17(작전동, 1층일부)"
인천광역시 연수구,제철밥상,일반음식점,인천광역시 연수구 인천타워대로 323(송도 센트로드 상가동 디208호 송도동)
인천광역시 서구,제철수산물,일반음식점,인천광역시 서구 청라루비로42번길 7(101호 청라동)
인천광역시 서구,제철어시장,일반음식점,"인천광역시 서구 염곡로464번길 30(벨라미 루원 111호, 112호, 113호 가정동)"
인천광역시 미추홀구,제철홍어무침 꽃게장,일반음식점,인천광역시 미추홀구 인주대로 258(용현동)
인천광역시 서구,제철회관,일반음식점,"인천광역시 서구 봉오재3로 116(SD프라자 116, 117, 118호 가정동)"
인천광역시 부평구,제페토(ZEPPETTO),일반음식점,"인천광역시 부평구 부평대로32번길 21(1,2층 부평동)"
인천광역시 남동구,제프리고,일반음식점,인천광역시 남동구 구월로266번길 10(지하1층 구월동)
인천광역시 남동구,젠(ZEN),일반음식점,인천광역시 남동구 인하로411번길 78(1층 일부호 구월동)
인천광역시 남동구,젠자이산,일반음식점,인천광역시 남동구 인하로511번길 10-14(1층 일부호 구월동)
인천광역시 연수구,젠젠규동 본점,일반음식점,인천광역시 연수구 신송로125번길 13(아크리아 112호 송도동)
인천광역시 미추홀구,젠젠규동 인하대역점,일반음식점,인천광역시 미추홀구 용정공원로83번길 49(인하대역 헤리움 메트로 타워 1층 139호 용현동)
인천광역시 연수구,젠젠요루,일반음식점,인천광역시 연수구 송도국제대로 157(오네스타 3층 A-301호 송도동)
인천광역시 남동구,젠코리아비비큐,일반음식점,인천광역시 남동구 구월남로 156(2층 구월동)
인천광역시 서구,젠틀맨,일반음식점,"인천광역시 서구 중봉대로586번길 9-11(청라매그놀리아오피스텔 201,202호 청라동)"
인천광역시 서구,젠틀바틀,일반음식점,"인천광역시 서구 가정로 437(306동 153호 가정동, 루원시티 SK Leaders' VIEW)"
인천광역시 서구,젠틀한식탁(루원시티점),일반음식점,인천광역시 서구 염곡로464번길 23(엔시티타워 204호 가정동)
인천광역시 미추홀구,젤라또당,일반음식점,"인천광역시 미추홀구 경인로 372(201동 지하2층 B2046호 주안동, 포레나 미추홀)"
인천광역시 강화군,조 커피 랩(JOE COFFEE LAB),일반음식점,인천광역시 강화군 강화읍 동문안길 23(1층)
인천광역시 동구,조's Toast&Coffee,일반음식점,인천광역시 동구 송림로 142(1층 일부호 송림동)
인천광역시 미추홀구,조가네 정육식당,일반음식점,인천광역시 미추홀구 염창로 42(2층 주안동)
인천광역시 계양구,조가네감자탕,일반음식점,"인천광역시 계양구 계양산로215번길 18(병방동,1층 일부)"
인천광역시 연수구,조가네갑오징어 송도점,일반음식점,인천광역시 연수구 아트센터대로 107(커낼워크D3 AUTUMN 302동 지상2층 228호 송도동)
인천광역시 서구,조가네동태부대찌개,일반음식점,"인천광역시 서구 도요지로 22(101호 경서동, 대영프라자)"
인천광역시 연수구,조가연마라탕 인천대점,일반음식점,"인천광역시 연수구 하모니로 271(송도 코스테이 주건축물  제1동 지상2층 203호,204호 송도동)"
인천광역시 중구,조개 99's,일반음식점,"인천광역시 중구 마시란로 117(1층 102,103호 덕교동)"
인천광역시 강화군,조개 어시장,일반음식점,인천광역시 강화군 화도면 해안남로 1466
인천광역시 계양구,조개구이찜까자까자,일반음식점,"인천광역시 계양구 주부토로 495(계산동, 101호, 102호)"
인천광역시 남동구,조개까는포차,일반음식점,"인천광역시 남동구 백범로227번길 82(만수동, 효성아파트 상가동 1층108호,109호)"
인천광역시 옹진군,조개나라,일반음식점,인천광역시 옹진군 영흥면 영흥로 109-12(라동 8호)
인천광역시 중구,조개남바완 월미본점,일반음식점,인천광역시 중구 월미문화로 41-1(2~3층 북성동1가)
인천광역시 중구,조개대표 을왕리직영점,일반음식점,인천광역시 중구 을왕로 6(3층 을왕동)
인천광역시 연수구,조개드림 피쉬,일반음식점,"인천광역시 연수구 하모니로 158(송도타임스페이스 C-123,124,125,126호 송도동)"
인천광역시 중구,조개마켓,일반음식점,인천광역시 중구 용유서로 292(1층 을왕동)
인천광역시 동구,조개맛집,일반음식점,인천광역시 동구 금곡로 64(1층 금곡동)
인천광역시 중구,조개백판 을왕리직영점,일반음식점,"인천광역시 중구 용유서로 314(1,2,3층 을왕동)"
인천광역시 중구,조개뷰 을왕리,일반음식점,인천광역시 중구 용유서로423번길 7(3층 을왕동)
인천광역시 서구,조개비치,일반음식점,"인천광역시 서구 청라커낼로260번길 7-15(반안프라자 3차 제비1,2호 청라동)"
인천광역시 중구,조개빛바다,일반음식점,인천광역시 중구 선녀바위로 45(2층 을왕동)
인천광역시 옹진군,조개사냥,일반음식점,인천광역시 옹진군 영흥면 영흥로 109-12(라동 28호)
인천광역시 미추홀구,조개상사,일반음식점,인천광역시 미추홀구 주안로 89(주안동)
인천광역시 중구,조개에진심 을왕리본점,일반음식점,인천광역시 중구 용유서로423번길 29(1층 을왕동)
인천광역시 중구,조개원칙 월미도직영점,일반음식점,인천광역시 중구 월미문화로 27-1(1~2층 북성동1가)
인천광역시 중구,조개윤슬 을왕리직영점,일반음식점,인천광역시 중구 용유서로423번길 34(엘림비치존 3차 4층 을왕동)
인천광역시 미추홀구,조개자비,일반음식점,"인천광역시 미추홀구 낙섬중로 129(상가5동 `층 122호 용현동, 엘에이치미추홀3단지)"
인천광역시 중구,조개장인 월미도본점,일반음식점,"인천광역시 중구 월미문화로 23-2(1,2층 북성동1가)"
인천광역시 중구,조개정석 구읍뱃터본점,일반음식점,인천광역시 중구 은하수로 28(203호 중산동)
인천광역시 중구,조개정석 월미도본점,일반음식점,"인천광역시 중구 월미로234번길 10(옐로마린관광호텔 2층 201,202,203호 북성동1가)"
인천광역시 부평구,조개치기 본점,일반음식점,인천광역시 부평구 경원대로1367번길 27(1층 일부호 부평동)
인천광역시 서구,조개타운,일반음식점,"인천광역시 서구 탁옥로51번길 11(심곡네오프라자 103,104호 심곡동)"
인천광역시 서구,조개톱10,일반음식점,"인천광역시 서구 청라라임로 65(연희동, 라임타워 B106호)"
인천광역시 서구,조개포차,일반음식점,"인천광역시 서구 검단로459번길 3-2(왕길동,외1필지파크프라자101,102호)"
인천광역시 서구,조그만집,일반음식점,인천광역시 서구 바리미로5번길 16(다승프라자1 112호 원당동)
인천광역시 강화군,조금,일반음식점,인천광역시 강화군 강화읍 강화대로409번길 3
